text,intent
What facilities are available at City Hotel for Contract guests?,hotel_facilities
"Does City Hotel feature a swimming pool, spa and gym for Jean Lane?",hotel_facilities
What are the check-in times at City Hotel for arrival on 12 October?,checkin_checkout
Can guest Jean Lane request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Jean Lane at City Hotel,modify_booking
Can I change my reservation from 2 nights for Jean Lane?,modify_booking
Is Room Type A available at Resort Hotel for Daniel Campbell?,availability
Can I reserve a room for Daniel Campbell for 2 nights?,book_room
How much is Room Type A at rate 46.0 per night?,room_price
Is BB meal package included for Daniel Campbell's room?,breakfast
Do you provide 0 parking space for reservation under Daniel Campbell?,parking
Is parking space available at Resort Hotel for guest 177-409-0672?,parking
Can I cancel my booking under Daniel Campbell?,cancel_booking
What is the cancellation policy for Non Refund reservation at Resort Hotel?,cancel_booking
Check reservation status for Daniel Campbell with status Canceled,booking_status
Is booking status for Daniel Campbell confirmed at Resort Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Daniel Campbell?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Daniel Campbell?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 1 November?,checkin_checkout
Can guest Daniel Campbell request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Daniel Campbell at Resort Hotel,modify_booking
Can I change my reservation from 2 nights for Daniel Campbell?,modify_booking
Is Room Type A available at City Hotel for Heather Weber?,availability
Do you have room availability for 2 adults in January 2016?,availability
Can I reserve a room for Heather Weber for 3 nights?,book_room
How much is Room Type A at rate 64.0 per night?,room_price
What is the average daily rate for City Hotel in January?,room_price
Is BB meal package included for Heather Weber's room?,breakfast
Do you provide 0 parking space for reservation under Heather Weber?,parking
Is parking space available at City Hotel for guest 647-435-1155?,parking
Can I cancel my booking under Heather Weber?,cancel_booking
Check reservation status for Heather Weber with status Check-Out,booking_status
Is booking status for Heather Weber confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Heather Weber?,payment
"Does City Hotel feature a swimming pool, spa and gym for Heather Weber?",hotel_facilities
What are the check-in times at City Hotel for arrival on 24 January?,checkin_checkout
Can guest Heather Weber request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Heather Weber at City Hotel,modify_booking
Can I change my reservation from 3 nights for Heather Weber?,modify_booking
Is Room Type A available at Resort Hotel for David Valdez?,availability
Do you have room availability for 1 adults in December 2015?,availability
I want to book Room Type A for 1 guests at Resort Hotel,book_room
Can I reserve a room for David Valdez for 4 nights?,book_room
How much is Room Type A at rate 0.0 per night?,room_price
Is Undefined meal package included for David Valdez's room?,breakfast
Do you provide 0 parking space for reservation under David Valdez?,parking
Is parking space available at Resort Hotel for guest 177-969-5706?,parking
Can I cancel my booking under David Valdez?,cancel_booking
Check reservation status for David Valdez with status Check-Out,booking_status
Is booking status for David Valdez confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under David Valdez?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for David Valdez?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 30 December?,checkin_checkout
Can guest David Valdez request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest David Valdez at Resort Hotel,modify_booking
Can I change my reservation from 4 nights for David Valdez?,modify_booking
Is Room Type A available at City Hotel for Anna Martin?,availability
Do you have room availability for 2 adults in August 2015?,availability
Can I reserve a room for Anna Martin for 4 nights?,book_room
Is BB meal package included for Anna Martin's room?,breakfast
Do you provide 0 parking space for reservation under Anna Martin?,parking
Is parking space available at City Hotel for guest 753-014-2396?,parking
Can I cancel my booking under Anna Martin?,cancel_booking
Check reservation status for Anna Martin with status Check-Out,booking_status
Is booking status for Anna Martin confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Anna Martin?,payment
"Does City Hotel feature a swimming pool, spa and gym for Anna Martin?",hotel_facilities
What are the check-in times at City Hotel for arrival on 25 August?,checkin_checkout
Can guest Anna Martin request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Anna Martin at City Hotel,modify_booking
Can I change my reservation from 4 nights for Anna Martin?,modify_booking
Is Room Type A available at City Hotel for Amber Davidson?,availability
Do you have room availability for 2 adults in July 2016?,availability
Can I reserve a room for Amber Davidson for 2 nights?,book_room
How much is Room Type A at rate 65.0 per night?,room_price
Is BB meal package included for Amber Davidson's room?,breakfast
Do you provide 0 parking space for reservation under Amber Davidson?,parking
Is parking space available at City Hotel for guest 806-610-6200?,parking
Can I cancel my booking under Amber Davidson?,cancel_booking
Check reservation status for Amber Davidson with status Canceled,booking_status
Is booking status for Amber Davidson confirmed at City Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Amber Davidson?,payment
"Does City Hotel feature a swimming pool, spa and gym for Amber Davidson?",hotel_facilities
What are the check-in times at City Hotel for arrival on 1 July?,checkin_checkout
Can guest Amber Davidson request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Amber Davidson at City Hotel,modify_booking
Can I change my reservation from 2 nights for Amber Davidson?,modify_booking
Is Room Type A available at City Hotel for Mr. Michael Delgado?,availability
Can I reserve a room for Mr. Michael Delgado for 6 nights?,book_room
How much is Room Type A at rate 123.33 per night?,room_price
Is BB meal package included for Mr. Michael Delgado's room?,breakfast
Do you provide 0 parking space for reservation under Mr. Michael Delgado?,parking
Is parking space available at City Hotel for guest 663-816-3325?,parking
Can I cancel my booking under Mr. Michael Delgado?,cancel_booking
Check reservation status for Mr. Michael Delgado with status Check-Out,booking_status
Is booking status for Mr. Michael Delgado confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Mr. Michael Delgado?,payment
"Does City Hotel feature a swimming pool, spa and gym for Mr. Michael Delgado?",hotel_facilities
What are the check-in times at City Hotel for arrival on 4 October?,checkin_checkout
Can guest Mr. Michael Delgado request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Mr. Michael Delgado at City Hotel,modify_booking
Can I change my reservation from 6 nights for Mr. Michael Delgado?,modify_booking
Is Room Type D available at City Hotel for Aaron Saunders MD?,availability
Do you have room availability for 2 adults in February 2016?,availability
Can I reserve a room for Aaron Saunders MD for 3 nights?,book_room
How much is Room Type D at rate 90.3 per night?,room_price
Is BB meal package included for Aaron Saunders MD's room?,breakfast
Do you provide 0 parking space for reservation under Aaron Saunders MD?,parking
Is parking space available at City Hotel for guest 272-215-2916?,parking
Can I cancel my booking under Aaron Saunders MD?,cancel_booking
Check reservation status for Aaron Saunders MD with status Check-Out,booking_status
Is booking status for Aaron Saunders MD confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Aaron Saunders MD?,payment
"Does City Hotel feature a swimming pool, spa and gym for Aaron Saunders MD?",hotel_facilities
What are the check-in times at City Hotel for arrival on 18 February?,checkin_checkout
Can guest Aaron Saunders MD request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Aaron Saunders MD at City Hotel,modify_booking
Can I change my reservation from 3 nights for Aaron Saunders MD?,modify_booking
Is Room Type A available at City Hotel for David Turner?,availability
Do you have room availability for 1 adults in September 2015?,availability
Can I reserve a room for David Turner for 3 nights?,book_room
