instruction,intent,category,tags,response
"I can't find accommodation prices , help me checking them",check_hotel_prices,HOTEL,BCLZ,"To facilitate your search for accommodation pricing, please adhere to the following instructions:

1. Navigate to {{WEBSITE_URL}}.
2. Input your destination alongside your intended travel dates in the designated search fields.
3. Press the {{SEARCH_BUTTON}} button to display the available listings.
4. Peruse the various options to compare the pricing of different accommodations.

If you have any additional inquiries, do not hesitate to reach out."
"I can't fknd the fucking room prices, could you help me to see them?",check_hotel_prices,HOTEL,BCILPWZ,"To provide you with guidance on how to check accommodation prices, please follow the steps outlined below:

1. Navigate to {{WEBSITE_URL}}.
2. Input your desired location and travel dates in the designated search fields.
3. Select the {{SEARCH_BUTTON}} button to retrieve available options.
4. Review the listings to compare prices for various accommodations.

Should you require any additional assistance, please do not hesitate to reach out."
"I have to check the fucking hotel prices, where do I do it ?",check_hotel_prices,HOTEL,BCIWZ,"To help you with checking hotel prices, please adhere to the following procedure:

1. Navigate to {{WEBSITE_URL}}.
2. Input your desired location and the dates of your stay in the corresponding fields.
3. Click on the {{SEARCH_BUTTON}} button to explore the available accommodations.
4. Review the various listings to determine the price points for each option.

Should you require any additional assistance, please do not hesitate to ask."
I'm looking for room prices where can i find them,check_hotel_prices,HOTEL,BCEILQ,"To support you in finding accommodation prices, please adhere to the following steps: 

1. Navigate to {{WEBSITE_URL}}. 
2. Input your desired location along with your travel dates in the designated fields. 
3. Select the {{SEARCH_BUTTON}} button to fetch a list of available properties. 
4. Review the displayed options to ascertain the prices for various accommodations. 

Should you require additional assistance, please do not hesitate to reach out."
"I cannot find room prices, can you help mne checking them?",check_hotel_prices,HOTEL,BCEILZ,"To aid you in verifying accommodation rates, please adhere to the following steps:

1. Navigate to {{WEBSITE_URL}}.
2. Input your desired destination and travel dates in the respective search fields.
3. Press the {{SEARCH_BUTTON}} button to retrieve the available options.
4. Review the listings to discover the prices for various accommodations.

Should you have additional inquiries, please do not hesitate to let me know."
"I am looking for hotel prices, I  need assistance to find them",check_hotel_prices,HOTEL,BCEZ,"To aid you in verifying accommodation rates, please adhere to the following steps:

1. Navigate to {{WEBSITE_URL}}.
2. Input your desired destination and travel dates in the respective search fields.
3. Press the {{SEARCH_BUTTON}} button to retrieve the available options.
4. Review the listings to discover the prices for various accommodations.

Should you have additional inquiries, please do not hesitate to let me know."
im looking for the fucking ohtel prices could uhelp me to find them,check_hotel_prices,HOTEL,BCIPQWZ,"To facilitate your search for hotel pricing information, please adhere to the following guidelines:

1. Navigate to {{WEBSITE_URL}}.
2. Input your desired location and specific travel dates in the designated search fields.
3. Select the {{SEARCH_BUTTON}} button to retrieve available accommodation choices.
4. Explore the various listings to compare prices for the accommodations available.

Should you require any additional information, do not hesitate to reach out."
see hotel  prices,check_hotel_prices,HOTEL,BLZ,"In order to check the prices for accommodations, please adhere to the following steps:

1. Navigate to {{WEBSITE_URL}}.
2. Input your desired location along with your travel dates into the designated fields.
3. Click on the {{SEARCH_BUTTON}} button to explore the available listings.
4. Review the various options to find the pricing information for different hotels.

Should you require any additional assistance, please do not hesitate to reach out."
"I can't find the fucking hotel prices, coud you help me see them?",check_hotel_prices,HOTEL,BCILPWZ,"To assist you in verifying prices for accommodations, please follow the steps outlined below: 

1. Navigate to {{WEBSITE_URL}}. 
2. Input your desired location alongside your travel dates in the corresponding fields. 
3. Press the {{SEARCH_BUTTON}} button to explore the available choices. 
4. Review the various listings to determine the prices of different accommodation options. 

Should you require any additional information, please feel free to reach out."
"I would like to see accommodation prices, how could I do it?",check_hotel_prices,HOTEL,BCILP,"To aid you in verifying accommodation rates, please adhere to the following steps:

1. Navigate to {{WEBSITE_URL}}.
2. Input your desired destination and travel dates in the respective search fields.
3. Press the {{SEARCH_BUTTON}} button to retrieve the available options.
4. Review the listings to discover the prices for various accommodations.

Should you have additional inquiries, please do not hesitate to let me know."
"I want the fucking hotel prices, will you help me checking them?",check_hotel_prices,HOTEL,BCIPW,"To aid you in verifying accommodation rates, please adhere to the following steps:

1. Navigate to {{WEBSITE_URL}}.
2. Input your desired destination and travel dates in the respective search fields.
3. Press the {{SEARCH_BUTTON}} button to retrieve the available options.
4. Review the listings to discover the prices for various accommodations.

Should you have additional inquiries, please do not hesitate to let me know."
"I have to check the fucking room pricves, how could I do it?",check_hotel_prices,HOTEL,BCILPWZ,"To guide you in obtaining accommodation prices, please adhere to the following steps: 

1. Navigate to {{WEBSITE_URL}}. 
2. Input your desired location alongside your travel dates in the corresponding fields. 
3. Press the {{SEARCH_BUTTON}} button to explore the available choices. 
4. Review the various listings to determine the prices of different accommodations. 

Should you require any additional assistance, do not hesitate to reach out."
could you help me see the fucking ohtel prices?,check_hotel_prices,HOTEL,BILPWZ,"To assist you in checking accommodation prices, please follow the steps below:

1. Navigate to {{WEBSITE_URL}}.
2. Input your desired destination and the relevant travel dates in the search fields provided.
3. Click on the {{SEARCH_BUTTON}} button to fetch a list of available options.
4. Review the offerings to examine the pricing details for various accommodations.

Should you have any additional inquiries, do not hesitate to reach out."
